Date,Species,Trap,NumMosquitos,WnvPresent,Year,DayofYear,tmax_x,tmin_x,tavg_x,depart_x,dewpoint_x,wetbulb_x,heat_x,cool_x,preciptotal_x,stnpressure_x,sealevel_x,resultspeed_x,resultdir_x,avgspeed_x,tmax_y,tmin_y,tavg_y,depart_y,dewpoint_y,wetbulb_y,heat_y,cool_y,preciptotal_y,stnpressure_y,sealevel_y,resultspeed_y,resultdir_y,avgspeed_y,year,coollast7,coollast30,coollast90,preciplast7,preciplast30,preciplast90
2007-06-05,1,34,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,2,34,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,3,34,2,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,3,35,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,1,37,2,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,2,37,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,3,37,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,3,38,2,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,2,39,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,3,39,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,3,41,3,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,3,68,4,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,3,70,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,2,71,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,3,71,7,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,2,76,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,2,77,2,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,1,80,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,2,80,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,3,80,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,1,92,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,2,92,2,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,3,92,4,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,2,94,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,3,94,2,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,2,95,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,3,95,3,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,2,96,2,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,3,96,9,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,3,98,3,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,2,99,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,3,99,2,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,3,100,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,2,102,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,3,103,2,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,2,104,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,3,104,10,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,3,105,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,3,106,3,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,3,107,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,2,111,3,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,3,111,8,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,3,112,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,2,115,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,2,123,2,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,3,123,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-05,3,128,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01
2007-06-26,2,0,1,0,2007,177,92,70,0.16,10.0,69,72.0,0.0,16.0,0.16,29.39,30.11,6.1,22,7.1,91,73,0.005,10.0,69,72.0,0.0,17.0,0.005,29.45,30.09,7.3,21,8.1,2007,49.0,175.0,57.0,0.225,1.94,1.81
2007-06-26,2,1,1,0,2007,177,92,70,0.16,10.0,69,72.0,0.0,16.0,0.16,29.39,30.11,6.1,22,7.1,91,73,0.005,10.0,69,72.0,0.0,17.0,0.005,29.45,30.09,7.3,21,8.1,2007,49.0,175.0,57.0,0.225,1.94,1.81
2007-06-26,3,1,4,0,2007,177,92,70,0.16,10.0,69,72.0,0.0,16.0,0.16,29.39,30.11,6.1,22,7.1,91,73,0.005,10.0,69,72.0,0.0,17.0,0.005,29.45,30.09,7.3,21,8.1,2007,49.0,175.0,57.0,0.225,1.94,1.81
2007-06-26,4,1,1,0,2007,177,92,70,0.16,10.0,69,72.0,0.0,16.0,0.16,29.39,30.11,6.1,22,7.1,91,73,0.005,10.0,69,72.0,0.0,17.0,0.005,29.45,30.09,7.3,21,8.1,2007,49.0,175.0,57.0,0.225,1.94,1.81
2007-06-26,3,4,2,0,2007,177,92,70,0.16,10.0,69,72.0,0.0,16.0,0.16,29.39,30.11,6.1,22,7.1,91,73,0.005,10.0,69,72.0,0.0,17.0,0.005,29.45,30.09,7.3,21,8.1,2007,49.0,175.0,57.0,0.225,1.94,1.81
2007-06-26,2,7,1,0,2007,177,92,70,0.16,10.0,69,72.0,0.0,16.0,0.16,29.39,30.11,6.1,22,7.1,91,73,0.005,10.0,69,72.0,0.0,17.0,0.005,29.45,30.09,7.3,21,8.1,2007,49.0,175.0,57.0,0.225,1.94,1.81
2007-06-26,3,7,1,0,2007,177,92,70,0.16,10.0,69,72.0,0.0,16.0,0.16,29.39,30.11,6.1,22,7.1,91,73,0.005,10.0,69,72.0,0.0,17.0,0.005,29.45,30.09,7.3,21,8.1,2007,49.0,175.0,57.0,0.225,1.94,1.81
2007-06-26,2,8,1,0,2007,177,92,70,0.16,10.0,69,72.0,0.0,16.0,0.16,29.39,30.11,6.1,22,7.1,91,73,0.005,10.0,69,72.0,0.0,17.0,0.005,29.45,30.09,7.3,21,8.1,2007,49.0,175.0,57.0,0.225,1.94,1.81
