Date,Species,Trap,Latitude,Longitude,NumMosquitos,WnvPresent,Year,DayofYear,tmax_x,tmin_x,tavg_x,depart_x,dewpoint_x,wetbulb_x,heat_x,cool_x,preciptotal_x,stnpressure_x,sealevel_x,resultspeed_x,resultdir_x,avgspeed_x,tmax_y,tmin_y,tavg_y,depart_y,dewpoint_y,wetbulb_y,heat_y,cool_y,preciptotal_y,stnpressure_y,sealevel_y,resultspeed_y,resultdir_y,avgspeed_y,year,coollast7,coollast30,coollast90,preciplast7,preciplast30,preciplast90,wblast7,wblast30,wblast90
2007-06-05,2,15,41.974089,-87.824812,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,3,15,41.974089,-87.824812,2,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,3,16,42.011601,-87.811506,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,3,19,41.94983,-87.698457,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,3,20,41.979243,-87.750938,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,3,22,41.986921,-87.689778,2,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,2,24,41.801498,-87.763416,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,3,25,41.906638,-87.701431,3,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,1,34,41.9216,-87.666455,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,2,34,41.9216,-87.666455,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,3,34,41.9216,-87.666455,2,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,3,35,41.891118,-87.654491,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,1,37,41.867108,-87.654224,2,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,2,37,41.867108,-87.654224,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,3,37,41.867108,-87.654224,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,3,38,41.896282,-87.655232,2,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,2,39,41.919343,-87.694259,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,3,39,41.919343,-87.694259,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,3,41,41.921965,-87.632085,3,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,3,68,41.688324,-87.676709,4,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,3,70,41.723195,-87.64997,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,2,71,41.868077,-87.666901,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,3,71,41.868077,-87.666901,7,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,2,76,41.869216,-87.627561,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,2,77,41.720848,-87.666014,2,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,1,80,41.731922,-87.677512,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,2,80,41.731922,-87.677512,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,3,80,41.731922,-87.677512,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,1,92,41.662014,-87.724608,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,2,92,41.662014,-87.724608,2,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,3,92,41.662014,-87.724608,4,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,2,94,41.961743,-87.76007,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,3,94,41.961743,-87.76007,2,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,2,95,41.953067,-87.776792,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,3,95,41.953067,-87.776792,3,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,2,96,41.999129,-87.795585,2,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,3,96,41.999129,-87.795585,9,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,3,98,41.878114,-87.629798,3,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,2,99,41.958271,-87.702575,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,3,99,41.958271,-87.702575,2,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,3,100,41.932094,-87.700117,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,2,102,41.994469,-87.667736,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,3,103,42.006858,-87.675919,2,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,2,104,41.916265,-87.800515,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,3,104,41.916265,-87.800515,10,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,3,105,41.846075,-87.716277,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,3,106,41.907645,-87.760886,3,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,3,107,41.918705,-87.752329,1,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
2007-06-05,2,111,41.682587,-87.707973,3,0,2007,156,64,47,0.42,-9.0,48,51.0,9.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,0.27,-9.0,47,52.0,8.0,0.0,0.27,29.16,29.78,6.2,3,8.1,2007,41.0,64.0,2.0,1.06,1.805,0.01,439.5,1263.0,298.0
